Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.137.174-64.233.181.206-43128-443-6,192.168.137.174,43128,64.233.181.206,443,6,07/09/2023 01:49:07 PM,75231864,11,8,72.0,72.0,24.0,0.0,6.545454545454545,11.21038479592593,24.0,0.0,9.0,12.421180068162377,1.9140825754363868,0.2525525620367455,4179548.0,6016524.785521709,14734705.0,50324.0,74946696.0,7494669.6,6781819.787318186,15053394.0,50324.0,74896208.0,10699458.285714284,5435981.220300855,15072241.0,4879409.0,0,0,0,0,352,256,0.1462146411791684,0.106337920857577,0.0,24.0,7.2,11.283896303559054,127.3263157894737,0,0,0,6,19,0,0,0,0.0,7.578947368421052,6.545454545454546,9.0,0,0,0,0,0,0,1,10,1,10,491,399,3,32,2780206.25,2821027.0335109485,5231133.0,336727.0,14721202.5,9401.9459510608,14734705.0,14713395.0,Recon Ping Sweep,1
10.0.0.5-10.0.0.254-42951-1883-6,10.0.0.5,42951,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61043974,5,3,34.0,4.0,30.0,0.0,6.8,13.00769003320728,2.0,0.0,1.3333333333333337,1.1547005383792517,0.6225020671164037,0.1310530667613481,8720567.714285715,22615741.90877112,60001416.0,98.0,61003223.0,15250805.75,29837442.012347355,60001416.0,1078.0,61043876.0,30521938.0,41691937.88600151,60002590.0,1041286.0,1,0,0,0,160,96,0.0819081667258425,0.0491449000355055,0.0,30.0,4.444444444444445,9.63212218453326,92.77777777777776,0,0,0,5,8,0,0,0,0.0,5.0,6.8,1.3333333333333333,0,0,0,0,0,0,5,34,3,4,502,64,2,32,1078.0,0.0,1078.0,1078.0,60001416.0,0.0,60001416.0,60001416.0,Recon Ping Sweep,1
192.168.137.174-34.173.20.6-34922-443-6,192.168.137.174,34922,34.173.20.6,443,6,07/09/2023 01:50:29 PM,605844,11,10,1760.0,4072.0,1368.0,0.0,160.0,409.2087486845803,1408.0,0.0,407.2000000000001,612.7408007378723,9626.24041832551,34.66238833759185,30292.2,42799.56506493224,129097.0,0.0,229441.0,22944.1,34391.06393123397,81222.0,0.0,247306.0,27478.444444444445,41511.98004525655,98123.0,1.0,0,0,0,0,360,328,18.15648912921478,16.505899208377073,0.0,1408.0,265.09090909090907,509.3080187947741,259394.658008658,0,2,0,10,20,0,0,0,0.0,277.7142857142857,160.0,407.2,0,0,0,5832,11,13674,0,0,0,0,29200,331,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
192.168.137.233-44.240.74.103-40101-8883-6,192.168.137.233,40101,44.240.74.103,8883,6,07/09/2023 01:49:02 PM,67368889,8,6,138.0,138.0,69.0,0.0,17.25,31.940793442153023,69.0,0.0,23.0,35.63144678510823,4.096846542919834,0.2078110565249191,5182222.230769231,8453468.82393096,22248190.0,88281.0,67102693.0,9586099.0,10004099.793607185,22531610.0,88281.0,67084182.0,13416836.4,9312778.93583936,22532519.0,1849034.0,0,0,0,0,256,192,0.1187491751570966,0.0890618813678224,0.0,69.0,18.4,31.58390186697737,997.5428571428572,0,0,0,4,14,0,0,0,0.0,19.714285714285715,17.25,23.0,0,0,0,0,0,0,1,27,1,27,6216,27,2,32,900496.6666666667,1068021.0184468904,2133741.0,283420.0,19719537.666666668,2615574.4969788822,22248190.0,17024943.0,Recon Ping Sweep,1
10.0.0.9-10.0.0.254-35905-1883-6,10.0.0.9,35905,10.0.0.254,1883,6,07/09/2023 01:49:03 PM,85002907,22,22,453.0,4.0,25.0,0.0,20.590909090909097,9.465018757856749,2.0,0.0,0.1818181818181818,0.5884898863364997,5.376286719229497,0.5176293558995577,1976811.7906976745,2391184.7684612987,5006233.0,11.0,85002887.0,4047756.5238095233,1802086.5447367283,5006256.0,2139.0,85002886.0,4047756.476190476,1792934.2862189517,5006259.0,308.0,1,0,0,0,704,704,0.2588146779497788,0.2588146779497788,0.0,25.0,10.711111111111114,12.320755256923585,151.8010101010101,0,0,0,22,44,0,0,0,1.0,10.954545454545457,20.59090909090909,0.1818181818181818,0,0,0,0,0,0,1,26,1,0,502,64,19,32,4997691.857142857,4080991.939078637,9996847.0,18.0,5002884.857142857,2130.840086958606,5006233.0,5000935.0,Recon Ping Sweep,1
10.0.0.4-10.0.0.254-39035-1883-6,10.0.0.4,39035,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61045730,7,7,48.0,4.0,15.0,0.0,6.857142857142858,7.358183005529092,2.0,0.0,0.5714285714285715,0.9759000729485332,0.8518204303560626,0.2293362697112476,4695825.384615384,11006623.50074649,29958673.0,27.0,61005466.0,10167577.666666668,14984316.094472935,30000678.0,2702.0,61045703.0,10174283.833333334,14963254.198661298,29958708.0,54.0,1,0,0,0,224,224,0.1146681348556238,0.1146681348556238,0.0,15.0,3.6,5.803939548764639,33.68571428571428,0,0,0,7,14,0,0,0,1.0,3.857142857142857,6.857142857142857,0.5714285714285714,0,0,0,0,0,0,1,12,1,1,502,64,4,32,522880.0,739414.4900189609,1045725.0,35.0,29478315.0,679328.7983944152,29958673.0,28997957.0,Recon Ping Sweep,1
192.168.137.237-47.254.41.205-59094-1883-6,192.168.137.237,59094,47.254.41.205,1883,6,07/09/2023 01:49:04 PM,77171542,17,17,2853.0,0.0,212.0,144.0,167.8235294117647,19.069725004957625,0.0,0.0,0.0,0.0,36.96958653489132,0.4405769162938328,2338531.575757576,4006837.024767112,20725716.0,17227.0,76803444.0,4800215.25,5019989.561370535,21095893.0,352053.0,76803089.0,4800193.0625,5019147.543172651,21093814.0,351039.0,1,0,0,0,340,340,0.2202884581469164,0.2202884581469164,0.0,212.0,86.3142857142857,86.106558959224,7414.339495798319,0,0,0,17,34,0,0,0,1.0,88.8529411764706,167.8235294117647,0.0,0,0,0,0,0,0,1,203,1,0,5513,65392,16,20,5686253.6,4203378.197844479,11665717.0,368453.0,9674435.2,6367780.708828132,20725716.0,5061709.0,Recon Ping Sweep,1
10.0.0.15-10.0.0.254-38775-1883-6,10.0.0.15,38775,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,60005349,5,4,55.0,4.0,51.0,0.0,11.0,22.38302928559939,2.0,0.0,1.0,1.1547005383792517,0.9832456769812304,0.1499866286920521,7500668.625,20795409.4543558,58959513.0,12.0,60005349.0,15001337.25,29337436.167656727,59001850.0,2139.0,60002897.0,20000965.666666664,33743129.17998354,58959525.0,382.0,1,0,0,0,160,128,0.0833259048289178,0.0666607238631342,0.0,51.0,6.1,15.807522822307668,249.8777777777778,0,0,0,5,9,0,0,0,0.0,6.777777777777778,11.0,1.0,0,0,0,0,0,0,5,55,4,4,502,64,2,32,1043298.0,0.0,1043298.0,1043298.0,58959513.0,0.0,58959513.0,58959513.0,Recon Ping Sweep,1
10.0.0.7-10.0.0.254-37873-1883-6,10.0.0.7,37873,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,89000690,92,92,4028.0,4.0,47.0,0.0,43.782608695652165,6.5830720090218895,2.0,0.0,0.0434782608695652,0.2932591951945803,45.30301956085958,2.067399702182084,486342.56830601086,500223.9757094907,1006059.0,7.0,89000667.0,978029.3076923076,147120.81074263743,1006151.0,1825.0,89000672.0,978029.3626373626,147664.24949891606,1043050.0,275.0,1,0,0,0,2944,2944,1.033699851091042,1.033699851091042,0.0,47.0,22.037837837837827,22.41951003216297,502.6344300822562,0,0,0,92,184,0,0,0,1.0,22.157608695652176,43.78260869565217,0.0434782608695652,0,0,0,179,4,59,2,89,2,0,502,64,89,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.1-10.0.0.254-36105-1883-6,10.0.0.1,36105,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61047342,7,7,158.0,4.0,52.0,0.0,22.57142857142857,26.91874899803198,2.0,0.0,0.5714285714285715,0.9759000729485332,2.6536781896253565,0.2293302139182407,4695949.384615383,11007107.477823293,29958603.0,12.0,61003879.0,10167313.166666668,14985552.864520911,30000799.0,1654.0,61047323.0,10174553.833333334,14963974.700180076,29958619.0,173.0,1,0,0,0,224,224,0.1146651069591203,0.1146651069591203,0.0,52.0,10.933333333333332,20.93004220413009,438.06666666666666,0,0,0,7,14,0,0,0,1.0,11.714285714285714,22.571428571428573,0.5714285714285714,0,0,0,0,0,0,3,79,3,2,502,64,4,32,521747.0,737839.0561104773,1043478.0,16.0,29479588.5,677428.802473367,29958603.0,29000574.0,Recon Ping Sweep,1
10.0.0.11-10.0.0.254-40783-1883-6,10.0.0.11,40783,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,60005644,5,4,17.0,4.0,13.0,0.0,3.4,5.458937625582473,2.0,0.0,1.0,1.1547005383792517,0.3499670797633636,0.1499858913271558,7500705.500000001,20795412.62620748,58959559.0,12.0,60005644.0,15001411.0,29337427.68589916,59001913.0,2115.0,60002897.0,20000965.666666664,33743168.14729058,58959571.0,415.0,1,0,0,0,160,128,0.0833254951817532,0.0666603961454025,0.0,13.0,2.3,3.8887301554906353,15.122222222222222,0,0,0,5,9,0,0,0,0.0,2.555555555555556,3.4,1.0,0,0,0,0,0,0,5,17,4,4,502,64,2,32,1043252.0,0.0,1043252.0,1043252.0,58959559.0,0.0,58959559.0,58959559.0,Recon Ping Sweep,1
10.0.0.9-10.0.0.254-45455-1883-6,10.0.0.9,45455,10.0.0.254,1883,6,07/09/2023 01:49:03 PM,85003312,22,22,451.0,4.0,25.0,0.0,20.5,9.425143677065794,2.0,0.0,0.1818181818181818,0.5884898863364997,5.352732608818819,0.5176268896440177,1976821.2093023253,2391173.224269104,5005112.0,10.0,85003246.0,4047773.6190476194,1801902.384424264,5005131.0,1313.0,85003279.0,4047775.1904761903,1792819.684237392,5005134.0,200.0,1,0,0,0,704,704,0.2588134448220088,0.2588134448220088,0.0,25.0,10.666666666666671,12.269696595493082,150.54545454545453,0,0,0,22,44,0,0,0,1.0,10.909090909090908,20.5,0.1818181818181818,0,0,0,0,0,0,1,25,1,0,502,64,19,32,4442602.777777778,3907556.174259008,9999096.0,10.0,5002202.333333333,1863.728252723435,5005112.0,5000547.0,Recon Ping Sweep,1
10.0.0.6-10.0.0.254-44133-1883-6,10.0.0.6,44133,10.0.0.254,1883,6,07/09/2023 01:49:08 PM,80007088,13,13,135.0,4.0,15.0,0.0,10.384615384615383,6.551570569190026,2.0,0.0,0.3076923076923077,0.7510676161988108,1.7373460711380972,0.324971207551011,3200283.52,4592698.213106104,10002259.0,10.0,80007046.0,6667253.833333334,4578511.039491111,10002278.0,2665.0,80007026.0,6667252.166666666,4563067.251799702,10002331.0,65.0,1,0,0,0,416,416,0.1624856037755055,0.1624856037755055,0.0,15.0,5.703703703703704,6.993484961650515,48.90883190883191,0,0,0,13,26,0,0,0,1.0,5.923076923076923,10.384615384615383,0.3076923076923077,0,0,0,0,0,0,1,15,1,0,502,64,10,32,261642.0,484404.2786401222,1046988.0,10.0,9739238.75,454835.6067336698,10002259.0,9002554.0,Recon Ping Sweep,1
10.0.0.13-10.0.0.254-43611-1883-6,10.0.0.13,43611,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,60004837,5,4,23.0,4.0,19.0,0.0,4.6,8.1117199162693,2.0,0.0,1.0,1.1547005383792517,0.4499637254243354,0.1499879084747784,7500604.625,20795356.57533317,58959303.0,17.0,60004837.0,15001209.25,29337192.602988027,59001342.0,1640.0,60002560.0,20000853.333333336,33743051.39467535,58959320.0,157.0,1,0,0,0,160,128,0.0833266158193213,0.066661292655457,0.0,19.0,2.9,5.743595467030115,32.98888888888889,0,0,0,5,9,0,0,0,0.0,3.2222222222222223,4.6,1.0,0,0,0,0,0,0,5,23,4,4,502,64,2,32,1043359.0,0.0,1043359.0,1043359.0,58959303.0,0.0,58959303.0,58959303.0,Recon Ping Sweep,1
10.0.0.12-10.0.0.254-44659-1883-6,10.0.0.12,44659,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,89001451,92,92,1714.0,4.0,21.0,0.0,18.630434782608685,2.80782811261403,2.0,0.0,0.0434782608695652,0.2932591951945803,19.30305608163624,2.067382025041367,486346.7267759563,500220.634383844,1006109.0,10.0,89001389.0,978037.2417582422,147099.61217498092,1006151.0,2156.0,89001440.0,978037.8021978022,147707.23625328133,1045256.0,66.0,1,0,0,0,2944,2944,1.0336910125206835,1.0336910125206835,0.0,21.0,9.389189189189189,9.52969568677254,90.81509988249115,0,0,0,92,184,0,0,0,1.0,9.440217391304348,18.63043478260869,0.0434782608695652,0,0,0,0,0,0,2,38,2,0,502,64,89,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.2-10.0.0.254-36947-1883-6,10.0.0.2,36947,10.0.0.254,1883,6,07/09/2023 01:49:02 PM,84003094,26,26,488.0,4.0,22.0,0.0,18.769230769230774,7.737222717785459,2.0,0.0,0.1538461538461538,0.543492976389406,5.856927126993679,0.619024818300145,1647119.490196079,1923102.608874985,4008085.0,10.0,84003068.0,3360122.72,1318202.9793241734,4008097.0,2732.0,84003076.0,3360123.04,1310322.491082904,4008107.0,61.0,1,0,0,0,832,832,0.3095124091500725,0.3095124091500725,0.0,22.0,9.698113207547168,10.886803772069785,118.5224963715529,0,0,0,26,52,0,0,0,1.0,9.884615384615383,18.76923076923077,0.1538461538461538,0,0,0,0,0,0,1,21,1,0,502,64,23,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.2-10.0.0.254-43871-1883-6,10.0.0.2,43871,10.0.0.254,1883,6,07/09/2023 01:49:02 PM,84003527,26,26,488.0,4.0,22.0,0.0,18.769230769230774,7.737222717785459,2.0,0.0,0.1538461538461538,0.543492976389406,5.856896937196458,0.6190216275085687,1647127.9803921564,1923176.53829708,4005648.0,11.0,84003442.0,3360137.68,1318433.464558815,4005740.0,2977.0,84003511.0,3360140.44,1310597.8429665563,4005721.0,142.0,1,0,0,0,832,832,0.3095108137542843,0.3095108137542843,0.0,22.0,9.698113207547168,10.886803772069785,118.5224963715529,0,0,0,26,52,0,0,0,1.0,9.884615384615383,18.76923076923077,0.1538461538461538,0,0,0,0,0,0,1,22,1,0,502,64,23,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.14-10.0.0.254-43379-1883-6,10.0.0.14,43379,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,87002115,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475344,2.0,0.0,0.1176470588235294,0.4776651472212256,7.677974265338261,0.7815901946751524,1298539.029850746,1453867.3512988267,3005091.0,7.0,87002096.0,2636427.1515151514,858979.1731668005,3005112.0,2847.0,87002104.0,2636427.393939394,853181.7230674298,3005107.0,95.0,1,0,0,0,1088,1088,0.3907950973375762,0.3907950973375762,0.0,22.0,9.999999999999998,10.92756902087021,119.41176470588232,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.8-10.0.0.254-43951-1883-6,10.0.0.8,43951,10.0.0.254,1883,6,07/09/2023 01:49:03 PM,85004967,22,22,318.0,4.0,18.0,0.0,14.454545454545451,6.522687678055308,2.0,0.0,0.1818181818181818,0.5884898863364997,3.7880139404089177,0.5176168117328956,1976859.6976744183,2390891.58917646,5005659.0,10.0,85004937.0,4047854.142857144,1801659.4523739847,5005685.0,2448.0,85004956.0,4047855.047619048,1792127.943321332,5005685.0,48.0,1,0,0,0,704,704,0.2588084058664478,0.2588084058664478,0.0,18.0,7.533333333333334,8.572153648985662,73.48181818181818,0,0,0,22,44,0,0,0,1.0,7.704545454545454,14.454545454545457,0.1818181818181818,0,0,0,0,0,0,1,17,1,0,502,64,19,32,9164328.5,5843874.222892575,19995237.0,4997472.0,5003161.0,2095.076609577704,5005659.0,5000518.0,Recon Ping Sweep,1
10.0.0.11-10.0.0.254-38457-1883-6,10.0.0.11,38457,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,60004185,5,4,18.0,4.0,14.0,0.0,3.6,5.89915248150105,2.0,0.0,1.0,1.1547005383792517,0.3666410934503985,0.1499895382297084,7500523.125,20796732.703269564,58962651.0,16.0,60004185.0,15001046.25,29338585.269468788,59003286.0,1034.0,60002277.0,20000759.0,33746000.78287258,58962667.0,322.0,1,0,0,0,160,128,0.0833275212387269,0.0666620169909815,0.0,14.0,2.4,4.195235392680607,17.6,0,0,0,5,9,0,0,0,0.0,2.6666666666666665,3.6,1.0,0,0,0,0,0,0,5,18,4,4,502,64,2,32,1039440.0,0.0,1039440.0,1039440.0,58962651.0,0.0,58962651.0,58962651.0,Recon Ping Sweep,1
10.0.0.1-10.0.0.254-43839-1883-6,10.0.0.1,43839,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61044821,7,7,159.0,4.0,52.0,0.0,22.714285714285715,27.0968281398044,2.0,0.0,0.5714285714285715,0.9759000729485332,2.6701691860149777,0.2293396846884029,4695755.461538462,11006908.313019317,29957309.0,19.0,61004011.0,10167335.166666666,14985412.008420236,30000466.0,1807.0,61044796.0,10174132.666666666,14963812.825762138,29957328.0,59.0,1,0,0,0,224,224,0.1146698423442014,0.1146698423442014,0.0,52.0,10.999999999999998,21.06791738300544,443.8571428571428,0,0,0,7,14,0,0,0,1.0,11.785714285714286,22.714285714285715,0.5714285714285714,0,0,0,0,0,0,3,79,3,2,502,64,4,32,522491.5,738887.6954669768,1044964.0,19.0,29478948.5,676503.9068035749,29957309.0,29000588.0,Recon Ping Sweep,1
10.0.0.6-10.0.0.254-35017-1883-6,10.0.0.6,35017,10.0.0.254,1883,6,07/09/2023 01:49:08 PM,80005906,13,13,137.0,4.0,15.0,0.0,10.538461538461537,6.653512663941564,2.0,0.0,0.3076923076923077,0.7510676161988108,1.762369893042646,0.3249760086461617,3200236.24,4592787.618187776,10000902.0,15.0,80005885.0,6667157.083333334,4578330.664579821,10000919.0,2888.0,80005876.0,6667156.333333333,4563288.527272018,10000921.0,153.0,1,0,0,0,416,416,0.1624880043230808,0.1624880043230808,0.0,15.0,5.777777777777777,7.089175569585668,50.25641025641027,0,0,0,13,26,0,0,0,1.0,6.0,10.538461538461538,0.3076923076923077,0,0,0,0,0,0,1,15,1,0,502,64,10,32,261421.5,484015.3024685421,1047000.0,17.0,9739314.124999998,454873.1642231828,10000902.0,9002101.0,Recon Ping Sweep,1
54.188.109.168-192.168.137.140-8886-40250-6,54.188.109.168,8886,192.168.137.140,40250,6,07/09/2023 01:49:00 PM,60214142,2,2,138.0,69.0,69.0,69.0,69.0,0.0,69.0,0.0,34.5,48.79036790187178,3.437730624809036,0.0664295772909958,20071380.666666664,34442754.04053065,59842438.0,162297.0,60214142.0,60214142.0,0.0,60214142.0,60214142.0,209407.0,209407.0,0.0,209407.0,209407.0,1,0,0,0,40,40,0.0332147886454979,0.0332147886454979,0.0,69.0,55.2,30.857738089497097,952.2,0,0,0,3,4,0,0,0,1.0,69.0,69.0,34.5,0,0,0,0,0,0,2,138,2,69,65535,4380,1,20,0.0,0.0,0.0,0.0,59842438.0,0.0,59842438.0,59842438.0,Recon Ping Sweep,1
192.168.137.174-64.233.181.206-34144-8883-6,192.168.137.174,34144,64.233.181.206,8883,6,07/09/2023 01:49:55 PM,337325,2,1,31.0,31.0,31.0,0.0,15.5,21.920310216782973,31.0,31.0,31.0,0.0,183.7990068924628,8.893500333506262,168662.5,166487.58452359142,286387.0,50938.0,50938.0,50938.0,0.0,50938.0,50938.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,5.929000222337509,2.9645001111687543,0.0,31.0,23.25,15.500000000000002,240.25000000000003,0,0,0,2,3,0,0,0,0.0,31.0,15.5,31.0,0,0,0,0,0,0,0,0,0,0,316,265,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.14-10.0.0.254-36405-1883-6,10.0.0.14,36405,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,87002025,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475344,2.0,0.0,0.1176470588235294,0.4776651472212256,7.677982207885391,0.7815910031979141,1298537.6865671647,1453800.1403262564,3004704.0,7.0,87001999.0,2636424.2121212115,859078.4087432647,3004731.0,2134.0,87001940.0,2636422.4242424243,853004.4235930884,3004718.0,92.0,1,0,0,0,1088,1088,0.390795501598957,0.390795501598957,0.0,22.0,9.999999999999998,10.92756902087021,119.41176470588232,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.3-10.0.0.254-35679-1883-6,10.0.0.3,35679,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,89001812,92,92,1610.0,4.0,20.0,0.0,17.5,2.6664377191095445,2.0,0.0,0.0434782608695652,0.2932591951945803,18.134462251173044,2.067373639538934,486348.6994535519,500208.7666656795,1006102.0,7.0,89001707.0,978040.7362637364,147086.05301136817,1006143.0,2092.0,89001742.0,978041.1208791208,147655.7625705317,1042934.0,306.0,1,0,0,0,2944,2944,1.033686819769467,1.033686819769467,0.0,20.0,8.82162162162162,8.955540401214813,80.20170387779079,0,0,0,92,184,0,0,0,1.0,8.869565217391305,17.5,0.0434782608695652,0,0,0,83,5,23,2,35,2,0,502,64,89,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.7-10.0.0.254-43517-1883-6,10.0.0.7,43517,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,89001360,92,92,4021.0,4.0,47.0,0.0,43.70652173913044,6.574238841126899,2.0,0.0,0.0434782608695652,0.2932591951945803,45.22402803732437,2.067384138849114,486346.2295081968,500261.0246132084,1006105.0,8.0,89001331.0,978036.6043956043,147212.54255364393,1006147.0,1066.0,89001349.0,978036.802197802,147664.05084742716,1041134.0,83.0,1,0,0,0,2944,2944,1.033692069424557,1.033692069424557,0.0,47.0,22.0,22.381329563801128,500.9239130434784,0,0,0,92,184,0,0,0,1.0,22.119565217391305,43.70652173913044,0.0434782608695652,0,0,0,180,4,60,2,87,2,0,502,64,89,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.10-10.0.0.254-36529-1883-6,10.0.0.10,36529,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61049404,6,6,31.0,4.0,14.0,0.0,5.166666666666666,6.5243135015621885,2.0,0.0,0.6666666666666667,1.0327955589886444,0.5733061701961906,0.1965621154958367,5549945.818181818,17717585.085857913,58957150.0,25.0,61005884.0,12201176.8,26166678.16009881,59001051.0,2404.0,61049379.0,12209875.8,26137793.344390582,58957223.0,63.0,1,0,0,0,192,192,0.0982810577479183,0.0982810577479183,0.0,14.0,2.8461538461538463,4.827804087542525,23.30769230769231,0,0,0,6,12,0,0,0,1.0,3.083333333333333,5.166666666666667,0.6666666666666666,0,0,0,0,0,0,3,15,3,2,502,64,3,32,1045609.0,0.0,1045609.0,1045609.0,58957150.0,0.0,58957150.0,58957150.0,Recon Ping Sweep,1
10.0.0.5-10.0.0.254-38981-1883-6,10.0.0.5,38981,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61043546,5,3,34.0,4.0,30.0,0.0,6.8,13.00769003320728,2.0,0.0,1.3333333333333337,1.1547005383792517,0.6225064317200708,0.131053985625278,8720506.57142857,22615687.37856037,60001247.0,206.0,61002053.0,15250513.250000002,29837516.65150704,60001247.0,1003.0,61043340.0,30521670.0,41691911.01594383,60002303.0,1041037.0,1,0,0,0,160,96,0.0819087410157987,0.0491452446094792,0.0,30.0,4.444444444444445,9.63212218453326,92.77777777777776,0,0,0,5,8,0,0,0,0.0,5.0,6.8,1.3333333333333333,0,0,0,0,0,0,5,34,3,4,502,64,2,32,1003.0,0.0,1003.0,1003.0,60001247.0,0.0,60001247.0,60001247.0,Recon Ping Sweep,1
10.0.0.12-10.0.0.254-38083-1883-6,10.0.0.12,38083,10.0.0.254,1883,6,07/09/2023 01:49:00 PM,89001028,92,92,1714.0,4.0,21.0,0.0,18.630434782608685,2.80782811261403,2.0,0.0,0.0434782608695652,0.2932591951945803,19.30314782431501,2.067391850799745,486344.4153005465,500215.0811387874,1006064.0,12.0,89000974.0,978032.6813186812,147014.77138073795,1006163.0,2825.0,89001004.0,978033.010989011,147717.943555239,1046220.0,66.0,1,0,0,0,2944,2944,1.0336959253998728,1.0336959253998728,0.0,21.0,9.389189189189189,9.52969568677254,90.81509988249115,0,0,0,92,184,0,0,0,1.0,9.440217391304348,18.63043478260869,0.0434782608695652,0,0,0,0,0,0,1,36,1,0,502,64,89,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon Ping Sweep,1
10.0.0.4-10.0.0.254-35573-1883-6,10.0.0.4,35573,10.0.0.254,1883,6,07/09/2023 01:49:17 PM,61047449,7,7,48.0,4.0,15.0,0.0,6.857142857142857,7.358183005529092,2.0,0.0,0.5714285714285715,0.9759000729485332,0.8517964444345578,0.2293298119631501,4695957.615384615,11008044.484383216,29961822.0,21.0,61003778.0,10167296.333333334,14986847.962626092,30003061.0,1605.0,61047427.0,10174571.166666668,14965615.419453012,29961848.0,288.0,1,0,0,0,224,224,0.114664905981575,0.114664905981575,0.0,15.0,3.6,5.80393954876464,33.68571428571429,0,0,0,7,14,0,0,0,1.0,3.857142857142857,6.857142857142857,0.5714285714285714,0,0,0,0,0,0,3,24,3,2,502,64,4,32,519707.5,734940.6254143936,1039389.0,26.0,29481738.5,678940.5967715437,29961822.0,29001655.0,Recon Ping Sweep,1
